Taxon;Vials;Specimens;CollID;TrapID
Pseudopomyzidae;0;0;1081;33
Psilidae;1;1;1081;33
Rhagionidae;1;37;1081;33
Rhinophoridae;1;4;1081;33
Sarcophagidae;1;7;1081;33
Scathophagidae;0;0;1081;33
Scenopinidae;0;0;1081;33
Sciomyzidae;1;2;1081;33
Sepsidae;1;1;1081;33
Sphaeroceridae;1;2;1081;33
Stenomicridae;0;0;1081;33
Stratiomyidae;0;0;1081;33
Strongylophthalmyiidae;0;0;1081;33
Syrphidae;2;51;1081;33
Tabanidae;0;0;1081;33
Tachinidae;1;12;1081;33
Tanypezidae;0;0;1081;33
Tephritidae;0;0;1081;33
Tethinidae;0;0;1081;33
Therevidae;1;1;1081;33
Trixoscelididae;0;0;1081;33
Ulidiidae;0;0;1081;33
Xylomyidae;0;0;1081;33
Xylophagidae;0;0;1081;33
Acarthophthalmidae ;0;0;1286;59
Acroceridae;0;0;1286;59
Agromyzidae;1;2;1286;59
Anthomyiidae;1;19;1286;59
Anthomyzidae;0;0;1286;59
Asilidae;0;0;1286;59
Asteiidae;0;0;1286;59
Athericidae;0;0;1286;59
Aulacigasteridae;0;0;1286;59
Bombyliidae;0;0;1286;59
Brachystomatidae;0;0;1286;59
Braulidae;0;0;1286;59
Calliphoridae;0;0;1286;59
Camillidae;0;0;1286;59
Campichoetidae;0;0;1286;59
Carnidae;0;0;1286;59
Chamaemyiidae;0;0;1286;59
Chiropteromyzidae;0;0;1286;59
Chloropidae;1;8;1286;59
Chyromyidae;0;0;1286;59
Clusiidae;1;5;1286;59
Coelopidae;0;0;1286;59
Coenomyiidae;0;0;1286;59
Conopidae;0;0;1286;59
Diastatidae;1;1;1286;59
Dolichopodidae;1;17;1286;59
Drosophilidae;1;1;1286;59
Dryomyzidae;0;0;1286;59
Empidoidea;1;209;1286;59
Ephydridae;0;0;1286;59
Fanniidae;1;2;1286;59
Gasterophilidae;0;0;1286;59
Helcomyzidae;0;0;1286;59
Heleomyzidae;1;2;1286;59
Heterocheilidae;0;0;1286;59
Hippoboscidae;0;0;1286;59
Hypodermatidae;0;0;1286;59
Lauxaniidae;0;0;1286;59
Lonchaeidae;0;0;1286;59
Lonchopteridae;0;0;1286;59
Megamerinidae;0;0;1286;59
Micropezidae;0;0;1286;59
Milichiidae;1;1;1286;59
Muscidae;2;288;1286;59
Nycteribiidae;0;0;1286;59
Odiniidae;0;0;1286;59
Oestridae;0;0;1286;59
Opetiidae;0;0;1286;59
Opomyzidae;0;0;1286;59
Pallopteridae;0;0;1286;59
Periscelididae;0;0;1286;59
Phaeomyiidae;0;0;1286;59
Phoridae;0;0;1286;59
Piophilidae;0;0;1286;59
Pipunculidae;1;6;1286;59
Platypezidae;0;0;1286;59
Platystomatidae;0;0;1286;59
Pseudopomyzidae;0;0;1286;59
Psilidae;1;1;1286;59
Rhagionidae;0;0;1286;59
Rhinophoridae;0;0;1286;59
Sarcophagidae;0;0;1286;59
Scathophagidae;1;7;1286;59
Scenopinidae;0;0;1286;59
Sciomyzidae;0;0;1286;59
Sepsidae;0;0;1286;59
Sphaeroceridae;1;4;1286;59
Stenomicridae;0;0;1286;59
Stratiomyidae;0;0;1286;59
Strongylophthalmyiidae;0;0;1286;59
Syrphidae;1;2;1286;59
Tabanidae;0;0;1286;59
Tachinidae;1;3;1286;59
Tanypezidae;0;0;1286;59
Tephritidae;0;0;1286;59
Tethinidae;0;0;1286;59
Therevidae;0;0;1286;59
Trixoscelididae;0;0;1286;59
Ulidiidae;0;0;1286;59
Xylomyidae;0;0;1286;59
Xylophagidae;1;1;1286;59
Acarthophthalmidae ;0;0;1300;61
Acroceridae;0;0;1300;61
Agromyzidae;1;1;1300;61
Anthomyiidae;1;16;1300;61
Anthomyzidae;0;0;1300;61
Asilidae;0;0;1300;61
Asteiidae;0;0;1300;61
Athericidae;0;0;1300;61
Aulacigasteridae;0;0;1300;61
Bombyliidae;0;0;1300;61
Brachystomatidae;0;0;1300;61
Braulidae;0;0;1300;61
Calliphoridae;1;1;1300;61
Camillidae;0;0;1300;61
Campichoetidae;0;0;1300;61
Carnidae;1;1;1300;61
Chamaemyiidae;0;0;1300;61
Chiropteromyzidae;0;0;1300;61
Chloropidae;1;1;1300;61
Chyromyidae;0;0;1300;61
Clusiidae;1;3;1300;61
Coelopidae;0;0;1300;61
Coenomyiidae;0;0;1300;61
Conopidae;0;0;1300;61
Diastatidae;0;0;1300;61
Dolichopodidae;0;0;1300;61
Drosophilidae;0;0;1300;61
Dryomyzidae;0;0;1300;61
Empidoidea;1;16;1300;61
Ephydridae;0;0;1300;61
Fanniidae;1;1;1300;61
Gasterophilidae;0;0;1300;61
Helcomyzidae;0;0;1300;61
Heleomyzidae;0;0;1300;61
Heterocheilidae;0;0;1300;61
Hippoboscidae;0;0;1300;61
Hypodermatidae;0;0;1300;61
Lauxaniidae;0;0;1300;61
Lonchaeidae;1;3;1300;61
Lonchopteridae;0;0;1300;61
